Tiempo,Temperatura,Humedad,Dirección del viento,Velocidad del viento,Presión barométrica,Precipitación,Batería
"2024-03-14 15:18:38"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-03-14 15:28:38"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-03-14 15:38:38"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-03-14 15:48:38"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-03-14 15:58:38"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-03-14 16:08:38"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-03-14 16:18:38"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-03-14 16:28:38"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-03-14 16:38:38"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-03-14 16:48:38"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-03-14 16:58:34","31.1 ℃","59.5 %","50.8 °","4.1 m/s","999.3 hPa","0 mm","100 %",
"2024-03-14 17:08:33","31.2 ℃","59 %","65 °","3.2 m/s","999.2 hPa","0 mm","100 %",
"2024-03-14 17:18:34","31 ℃","59 %","77.3 °","2.8 m/s","999.4 hPa","0 mm","100 %",
"2024-03-14 17:28:34","31.1 ℃","59.5 %","65.4 °","1.9 m/s","999.3 hPa","0 mm","100 %",
"2024-03-14 17:38:33","30.8 ℃","60 %","60 °","3.2 m/s","999.6 hPa","0 mm","100 %",
"2024-03-14 17:48:34","30.3 ℃","61.5 %","74.6 °","1.7 m/s","999.5 hPa","0 mm","100 %",
"2024-03-14 17:58:34","30.8 ℃","60 %","74.8 °","2.9 m/s","999.6 hPa","0 mm","100 %",
"2024-03-14 18:08:33","29.7 ℃","63 %","71.5 °","2 m/s","999.7 hPa","0 mm","100 %",
"2024-03-14 18:18:36","29.3 ℃","64.5 %","66.1 °","1.9 m/s","999.9 hPa","0 mm","100 %",
"2024-03-14 18:28:34","29.3 ℃","66 %","91.7 °","1.4 m/s","1000 hPa","0 mm","100 %",
"2024-03-14 18:38:34","29 ℃","66 %","110.4 °","4.2 m/s","1000.3 hPa","0 mm","100 %",
"2024-03-14 18:48:36","28.7 ℃","67.5 %","73.8 °","2.4 m/s","1000.5 hPa","0 mm","100 %",
"2024-03-14 18:58:34","28.2 ℃","68 %","213.4 °","0.8 m/s","1000.6 hPa","0 mm","100 %",
"2024-03-14 19:08:33","28 ℃","69 %","80.7 °","2.9 m/s","1000.8 hPa","0 mm","100 %",
"2024-03-14 19:18:33","27.8 ℃","69 %","81.1 °","2.2 m/s","1001.1 hPa","0 mm","100 %",
"2024-03-14 19:28:34","27.5 ℃","69.5 %","84.7 °","3.7 m/s","1001.3 hPa","0 mm","100 %",
"2024-03-14 19:38:34","27.3 ℃","71 %","121.4 °","1.1 m/s","1001.5 hPa","0 mm","100 %",
"2024-03-14 19:48:34","26.9 ℃","74 %","65.5 °","2.2 m/s","1001.7 hPa","0 mm","100 %",
"2024-03-14 19:58:34","26.6 ℃","75.5 %","96.5 °","2.3 m/s","1001.9 hPa","0 mm","100 %",
"2024-03-14 20:08:34","26.4 ℃","77 %","43.2 °","1.5 m/s","1002.1 hPa","0 mm","100 %",
"2024-03-14 20:18:34","26.2 ℃","78 %","66.1 °","2.1 m/s","1002.4 hPa","0 mm","100 %",
"2024-03-14 20:28:34","26.1 ℃","79 %","75.4 °","2.4 m/s","1002.5 hPa","0 mm","100 %",
"2024-03-14 20:38:33","26.1 ℃","79 %","64.1 °","2.7 m/s","1002.6 hPa","0 mm","100 %",
"2024-03-14 20:48:34","26.1 ℃","79 %","77.7 °","1.4 m/s","1002.8 hPa","0 mm","100 %",
"2024-03-14 20:58:34","26 ℃","79.5 %","62 °","3.3 m/s","1003.1 hPa","0 mm","100 %",
"2024-03-14 21:08:34","26 ℃","79.5 %","77 °","2.7 m/s","1003.1 hPa","0 mm","100 %",
"2024-03-14 21:18:33","26 ℃","79.5 %","100.1 °","3.2 m/s","1003.3 hPa","0 mm","100 %",
"2024-03-14 21:28:34","25.9 ℃","79.5 %","70.6 °","1.6 m/s","1003.4 hPa","0 mm","100 %",
"2024-03-14 21:38:33","25.9 ℃","80 %","45.1 °","1.2 m/s","1003.5 hPa","0 mm","100 %",
"2024-03-14 21:48:34","25.8 ℃","80.5 %","83.6 °","1.2 m/s","1003.7 hPa","0 mm","100 %",
"2024-03-14 21:58:34","25.7 ℃","81 %","84.3 °","0.8 m/s","1003.9 hPa","0 mm","100 %",
"2024-03-14 22:08:34","25.7 ℃","81 %","64.7 °","1.7 m/s","1003.9 hPa","0 mm","100 %",
"2024-03-14 22:18:33","25.6 ℃","81 %","59.9 °","1.9 m/s","1004.1 hPa","0 mm","100 %",
"2024-03-14 22:28:33","25.6 ℃","81.5 %","83.7 °","2.3 m/s","1004.2 hPa","0 mm","100 %",
"2024-03-14 22:38:33","25.5 ℃","81.5 %","77.3 °","0.8 m/s","1004.3 hPa","0 mm","100 %",
"2024-03-14 22:48:33","25.3 ℃","82.5 %","94.4 °","0.8 m/s","1004.4 hPa","0 mm","100 %",
"2024-03-14 22:58:34","25.4 ℃","82.5 %","96.2 °","0.9 m/s","1004.4 hPa","0 mm","100 %",
"2024-03-14 23:08:34","25.4 ℃","82 %","53.9 °","0.9 m/s","1004.5 hPa","0 mm","98 %",
"2024-03-14 23:18:33","25.5 ℃","82 %","102.6 °","0.5 m/s","1004.6 hPa","0 mm","98 %",
"2024-03-14 23:28:34","25.5 ℃","82.5 %","85 °","1 m/s","1004.6 hPa","0 mm","98 %",
"2024-03-14 23:38:34","25.4 ℃","82.5 %","84.9 °","0.9 m/s","1004.4 hPa","0 mm","98 %",
"2024-03-14 23:48:33","25.4 ℃","83 %","87.9 °","0.9 m/s","1004.1 hPa","0 mm","98 %",
"2024-03-14 23:58:34","25.3 ℃","83.5 %","98.8 °","1 m/s","1004.3 hPa","0 mm","98 %",
"2024-03-15 00:08:34","25.2 ℃","83.5 %","57.7 °","0.5 m/s","1004.2 hPa","0 mm","97 %",
"2024-03-15 00:18:33","25.1 ℃","84 %","79 °","0.9 m/s","1004.3 hPa","0 mm","97 %",
"2024-03-15 00:28:34","25.1 ℃","84 %","101.1 °","0.5 m/s","1004.4 hPa","0 mm","97 %",
"2024-03-15 00:38:33","25.3 ℃","83.5 %","78 °","0.6 m/s","1004.6 hPa","0 mm","97 %",
"2024-03-15 00:48:33","25.4 ℃","83 %","100.9 °","0.6 m/s","1004.7 hPa","0 mm","97 %",
"2024-03-15 00:58:34","25.5 ℃","83 %","328.5 °","0.4 m/s","1004.7 hPa","0 mm","97 %",
"2024-03-15 01:08:33","25.4 ℃","83 %","290.7 °","0.8 m/s","1004.6 hPa","0 mm","97 %",
"2024-03-15 01:18:33","25.2 ℃","83.5 %","359.8 °","0.4 m/s","1004.2 hPa","0 mm","96 %",
"2024-03-15 01:28:34","25.3 ℃","83 %","270.7 °","0.4 m/s","1004.4 hPa","0 mm","96 %",
"2024-03-15 01:38:33","25.3 ℃","83.5 %","356.3 °","0.5 m/s","1004.4 hPa","0 mm","96 %",
"2024-03-15 01:48:33","25.2 ℃","84 %","316.1 °","0.2 m/s","1004.6 hPa","0 mm","96 %",
"2024-03-15 01:58:33","25.4 ℃","83.5 %","41.5 °","0.3 m/s","1004.5 hPa","0 mm","96 %",
"2024-03-15 02:08:33","25.4 ℃","83.5 %","355.9 °","0.4 m/s","1004.6 hPa","0 mm","96 %",
"2024-03-15 02:18:33","25.4 ℃","83 %","52.3 °","0.4 m/s","1004.5 hPa","0 mm","94 %",
"2024-03-15 02:28:33","25.5 ℃","83 %","39.9 °","0.4 m/s","1004.3 hPa","0 mm","94 %",
"2024-03-15 02:38:33","25.5 ℃","83 %","21.1 °","0.2 m/s","1004.3 hPa","0 mm","94 %",
"2024-03-15 02:48:33","25.5 ℃","83 %","334.2 °","0.9 m/s","1004.2 hPa","0 mm","94 %",
"2024-03-15 02:58:34","25.5 ℃","83 %","122.9 °","0.6 m/s","1004.1 hPa","0 mm","94 %",
"2024-03-15 03:08:33","25.4 ℃","83.5 %","84.7 °","0.6 m/s","1004 hPa","0 mm","94 %",
"2024-03-15 03:18:33","25.3 ℃","84 %","73.4 °","1 m/s","1004 hPa","0 mm","93 %",
"2024-03-15 03:28:33","25.2 ℃","84.5 %","90.3 °","0.8 m/s","1003.7 hPa","0 mm","93 %",
"2024-03-15 03:38:34","24.9 ℃","85.5 %","83.7 °","1.5 m/s","1003.6 hPa","0 mm","93 %",
"2024-03-15 03:48:34","24.8 ℃","86 %","72.8 °","1.1 m/s","1003.6 hPa","0 mm","93 %",
"2024-03-15 03:58:33","24.7 ℃","86.5 %","349.3 °","0.2 m/s","1003.7 hPa","0 mm","93 %",
"2024-03-15 04:08:33","24.7 ℃","86.5 %","64.8 °","0.2 m/s","1003.6 hPa","0 mm","93 %",
"2024-03-15 04:18:34","24.6 ℃","86.5 %","344.7 °","0.3 m/s","1003.6 hPa","0 mm","92 %",
"2024-03-15 04:28:35","24.6 ℃","86.5 %","18 °","0.3 m/s","1003.7 hPa","0 mm","92 %",
"2024-03-15 04:38:33","24.7 ℃","86.5 %","340.6 °","0.4 m/s","1003.9 hPa","0 mm","92 %",
"2024-03-15 04:48:34","24.8 ℃","85.5 %","317.6 °","0.6 m/s","1004.1 hPa","0 mm","92 %",
"2024-03-15 04:58:33","24.7 ℃","85.5 %","311 °","0.8 m/s","1004.2 hPa","0 mm","92 %",
"2024-03-15 05:08:33","24.6 ℃","86 %","14.9 °","0.2 m/s","1004.2 hPa","0 mm","92 %",
"2024-03-15 05:18:33","24.8 ℃","86 %","64.5 °","1.5 m/s","1004 hPa","0 mm","92 %",
"2024-03-15 05:28:33","24.9 ℃","85 %","112.7 °","0.9 m/s","1004.1 hPa","0 mm","90 %",
"2024-03-15 05:38:33","24.9 ℃","85 %","98.4 °","0.8 m/s","1004.2 hPa","0 mm","90 %",
"2024-03-15 05:48:33","24.9 ℃","85 %","108.2 °","0.9 m/s","1004.3 hPa","0 mm","90 %",
"2024-03-15 05:58:33","24.9 ℃","85 %","101.9 °","1.5 m/s","1004.4 hPa","0 mm","90 %",
"2024-03-15 06:08:33","24.8 ℃","85.5 %","112.6 °","0.8 m/s","1004.6 hPa","0 mm","90 %",
"2024-03-15 06:18:34","24.8 ℃","85.5 %","117.4 °","0.4 m/s","1004.6 hPa","0 mm","90 %",
"2024-03-15 06:28:33","24.8 ℃","86 %","109.8 °","0.8 m/s","1004.6 hPa","0 mm","90 %",
"2024-03-15 06:38:34","24.7 ℃","86.5 %","90.1 °","0.7 m/s","1004.7 hPa","0 mm","89 %",
"2024-03-15 06:48:34","24.7 ℃","86.5 %","97.9 °","0.8 m/s","1004.7 hPa","0 mm","89 %",
"2024-03-15 06:58:33","24.7 ℃","86.5 %","105.8 °","0.6 m/s","1005 hPa","0 mm","89 %",
"2024-03-15 07:08:33","24.8 ℃","86.5 %","118 °","0.4 m/s","1005.2 hPa","0 mm","89 %",
"2024-03-15 07:18:33","24.9 ℃","86 %","252.2 °","0.2 m/s","1005.2 hPa","0 mm","89 %",
"2024-03-15 07:28:33","25 ℃","85.5 %","126.4 °","0.6 m/s","1005.4 hPa","0 mm","89 %",
"2024-03-15 07:38:33","25.1 ℃","85 %","138.5 °","0.9 m/s","1005.6 hPa","0 mm","89 %",
"2024-03-15 07:48:33","25.1 ℃","85 %","165.9 °","0.3 m/s","1005.7 hPa","0 mm","88 %",
"2024-03-15 07:58:33","25.1 ℃","85 %","123.4 °","0.3 m/s","1005.7 hPa","0 mm","88 %",
"2024-03-15 08:08:33","25.1 ℃","85 %","155.1 °","0.3 m/s","1005.9 hPa","0 mm","88 %",
"2024-03-15 08:18:34","25.2 ℃","85 %","101.9 °","0.2 m/s","1006.1 hPa","0.01 mm","88 %",
"2024-03-15 08:28:33","25.4 ℃","84.5 %","149.6 °","0.4 m/s","1006.1 hPa","0.01 mm","88 %",
"2024-03-15 08:38:33","25.5 ℃","83.5 %","196 °","0.3 m/s","1006.2 hPa","0.01 mm","88 %",
"2024-03-15 08:48:33","25.4 ℃","84 %","213.5 °","0.4 m/s","1006.3 hPa","0.01 mm","88 %",
"2024-03-15 08:58:34","25.6 ℃","83.5 %","141 °","0.3 m/s","1006.4 hPa","0.01 mm","87 %",
"2024-03-15 09:08:33","25.7 ℃","83 %","91.2 °","0.5 m/s","1006.4 hPa","0.01 mm","87 %",
"2024-03-15 09:18:34","25.8 ℃","83 %","216.5 °","0.3 m/s","1006.4 hPa","0.01 mm","87 %",
"2024-03-15 09:28:34","25.8 ℃","83 %","12.1 °","0.8 m/s","1006.4 hPa","0.01 mm","87 %",
"2024-03-15 09:38:33","26.1 ℃","82.5 %","234.8 °","0.7 m/s","1006.3 hPa","0.01 mm","87 %",
"2024-03-15 09:48:34","26.4 ℃","81.5 %","333 °","0.3 m/s","1006.5 hPa","0.01 mm","87 %",
"2024-03-15 09:58:33","26.3 ℃","81 %","343.9 °","0.4 m/s","1006.5 hPa","0.01 mm","87 %",
"2024-03-15 10:08:33","26.3 ℃","81 %","313.4 °","0.6 m/s","1006.5 hPa","0.01 mm","89 %",
"2024-03-15 10:18:33","26.3 ℃","81 %","276.8 °","1 m/s","1006.4 hPa","0.01 mm","89 %",
"2024-03-15 10:28:33","26.6 ℃","80.5 %","340.5 °","0.3 m/s","1006.5 hPa","0.01 mm","89 %",
"2024-03-15 10:38:33","26.7 ℃","80 %","345.8 °","0.6 m/s","1006.4 hPa","0.01 mm","89 %",
"2024-03-15 10:48:33","27.3 ℃","77.5 %","131.3 °","0.6 m/s","1006.4 hPa","0.01 mm","89 %",
"2024-03-15 10:58:33","27.5 ℃","76 %","249.2 °","0.3 m/s","1006.6 hPa","0.01 mm","89 %",
"2024-03-15 11:08:33","27.6 ℃","76 %","130.7 °","0.6 m/s","1006.5 hPa","0.01 mm","89 %",
"2024-03-15 11:18:35","28.8 ℃","71.5 %","263.9 °","0.5 m/s","1006.3 hPa","0.01 mm","98 %",
"2024-03-15 11:28:33","30 ℃","66 %","85.5 °","1.2 m/s","1006.1 hPa","0.01 mm","98 %",
"2024-03-15 11:38:33","30.2 ℃","66.5 %","83.3 °","2 m/s","1006 hPa","0.01 mm","98 %",
"2024-03-15 11:48:33","30.5 ℃","65 %","321.3 °","1.3 m/s","1005.8 hPa","0.01 mm","98 %",
"2024-03-15 11:58:34","30.5 ℃","65 %","300.9 °","0.5 m/s","1006 hPa","0.01 mm","98 %",
"2024-03-15 12:08:34","31.2 ℃","61 %","92 °","1.8 m/s","1005.7 hPa","0.01 mm","98 %",
"2024-03-15 12:18:33","30.8 ℃","63 %","313.8 °","1.1 m/s","1005.5 hPa","0.02 mm","98 %",
"2024-03-15 12:28:33","31.9 ℃","60 %","350.5 °","1.1 m/s","1005.2 hPa","0 mm","100 %",
"2024-03-15 12:38:33","31.9 ℃","58 %","84.3 °","0.6 m/s","1005.1 hPa","0 mm","100 %",
"2024-03-15 12:48:33","32.2 ℃","55.5 %","107.7 °","0.7 m/s","1004.8 hPa","0 mm","100 %",
"2024-03-15 12:58:33","33 ℃","55.5 %","68.3 °","1.7 m/s","1004.8 hPa","0 mm","100 %",
"2024-03-15 13:08:33","32.7 ℃","56 %","94.4 °","0.7 m/s","1004.6 hPa","0 mm","100 %",
"2024-03-15 13:18:33","32.9 ℃","54.5 %","134.3 °","0.7 m/s","1004.3 hPa","0 mm","100 %",
"2024-03-15 13:28:33","33.1 ℃","54.5 %","71.6 °","1.4 m/s","1004.1 hPa","0 mm","100 %",
"2024-03-15 13:38:33","33 ℃","53.5 %","75.2 °","1.4 m/s","1003.9 hPa","0 mm","100 %",
"2024-03-15 13:48:34","33.2 ℃","53 %","105.5 °","2.1 m/s","1003.7 hPa","0 mm","100 %",
"2024-03-15 13:58:33","32.7 ℃","53 %","0.8 °","1.1 m/s","1003.4 hPa","0 mm","100 %",
"2024-03-15 14:08:33","33.6 ℃","52 %","66.9 °","1.9 m/s","1003.2 hPa","0 mm","100 %",
"2024-03-15 14:18:33","33.5 ℃","51 %","46.5 °","2.7 m/s","1003.1 hPa","0 mm","100 %",
"2024-03-15 14:28:33","33.5 ℃","54 %","82.7 °","3.5 m/s","1002.9 hPa","0 mm","100 %",
"2024-03-15 14:38:33","33.1 ℃","54 %","83.8 °","1.4 m/s","1002.7 hPa","0 mm","100 %",
"2024-03-15 14:48:33","33.7 ℃","52 %","55.4 °","1.7 m/s","1002.6 hPa","0 mm","100 %",
"2024-03-15 14:58:33","34.2 ℃","50 %","30.4 °","1.4 m/s","1002.5 hPa","0 mm","100 %",
"2024-03-15 15:08:33","34.7 ℃","49 %","93.9 °","1.6 m/s","1002.4 hPa","0 mm","100 %",
"2024-03-15 15:18:38"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-03-15 15:28:38"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-03-15 15:38:38"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-03-15 15:48:38"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-03-15 15:58:38"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-03-15 16:08:34","32.1 ℃","56 %","58.8 °","0.9 m/s","1002 hPa","0 mm","100 %",
"2024-03-15 16:18:34","32.1 ℃","56.5 %","64.3 °","1.2 m/s","1001.8 hPa","0 mm","100 %",
"2024-03-15 16:28:33","31.8 ℃","57 %","84.9 °","1.9 m/s","1001.8 hPa","0 mm","100 %",
"2024-03-15 16:38:33","31.8 ℃","56.5 %","80.4 °","1.8 m/s","1001.7 hPa","0 mm","100 %",
"2024-03-15 16:48:33","31.6 ℃","57.5 %","62.6 °","1.7 m/s","1001.8 hPa","0 mm","100 %",
"2024-03-15 16:58:33","31.4 ℃","58.5 %","62.6 °","2.8 m/s","1001.9 hPa","0 mm","100 %",
"2024-03-15 17:08:36","32 ℃","57 %","94 °","1.7 m/s","1002 hPa","0 mm","100 %",
"2024-03-15 17:18:33","31.1 ℃","60 %","65.3 °","1.8 m/s","1002.1 hPa","0 mm","100 %",
"2024-03-15 17:28:34","30.6 ℃","62 %","78.6 °","0.8 m/s","1002.2 hPa","0 mm","100 %",
"2024-03-15 17:38:33","30.3 ℃","63.5 %","94.2 °","2 m/s","1002.2 hPa","0 mm","100 %",
"2024-03-15 17:48:33","30.1 ℃","64.5 %","63.9 °","2.5 m/s","1002.2 hPa","0 mm","100 %",
"2024-03-15 17:58:36","29.6 ℃","67.5 %","65.3 °","1.8 m/s","1002.4 hPa","0 mm","100 %",
"2024-03-15 18:08:34","29.1 ℃","69 %","59.2 °","2.1 m/s","1002.5 hPa","0 mm","100 %",
"2024-03-15 18:18:33","28.9 ℃","70 %","68 °","1.9 m/s","1002.7 hPa","0 mm","100 %",
"2024-03-15 18:28:33","28.6 ℃","71 %","85.9 °","1.4 m/s","1002.9 hPa","0 mm","100 %",
"2024-03-15 18:38:34","28.3 ℃","72.5 %","63.2 °","2.4 m/s","1003.1 hPa","0 mm","100 %",
"2024-03-15 18:48:34","28 ℃","73.5 %","68.3 °","3.6 m/s","1003.3 hPa","0 mm","100 %",
"2024-03-15 18:58:33","27.6 ℃","75 %","69.9 °","1.6 m/s","1003.5 hPa","0 mm","100 %",
"2024-03-15 19:08:33","27.3 ℃","76.5 %","54.3 °","1.7 m/s","1003.5 hPa","0 mm","100 %",
"2024-03-15 19:18:33","27 ℃","77.5 %","82.1 °","1.2 m/s","1003.6 hPa","0 mm","100 %",
"2024-03-15 19:28:33","26.8 ℃","79 %","99.5 °","0.9 m/s","1003.7 hPa","0 mm","100 %",
"2024-03-15 19:38:33","26.6 ℃","80 %","91.6 °","1.1 m/s","1003.8 hPa","0 mm","100 %",
"2024-03-15 19:48:33","26.4 ℃","80.5 %","67.6 °","1.7 m/s","1004 hPa","0 mm","100 %",
"2024-03-15 19:58:33","26.3 ℃","81 %","106.4 °","0.6 m/s","1003.9 hPa","0 mm","100 %",
"2024-03-15 20:08:33","26.1 ℃","81.5 %","85.3 °","1.6 m/s","1004.1 hPa","0 mm","100 %",
"2024-03-15 20:18:33","26 ℃","82 %","91.6 °","1.3 m/s","1004 hPa","0 mm","100 %",
"2024-03-15 20:28:33","25.9 ℃","82.5 %","93.5 °","0.9 m/s","1004.2 hPa","0 mm","100 %",
"2024-03-15 20:38:33","25.8 ℃","82.5 %","58.5 °","0.8 m/s","1004.4 hPa","0 mm","100 %",
"2024-03-15 20:48:34","25.7 ℃","83 %","82 °","1.8 m/s","1004.4 hPa","0 mm","100 %",
"2024-03-15 20:58:33","25.7 ℃","83 %","99 °","0.5 m/s","1004.3 hPa","0 mm","100 %",
"2024-03-15 21:08:34","25.7 ℃","83 %","93.7 °","0.8 m/s","1004.3 hPa","0 mm","100 %",
"2024-03-15 21:18:34","25.7 ℃","83 %","71.3 °","1.1 m/s","1004.4 hPa","0 mm","100 %",
"2024-03-15 21:28:33","25.7 ℃","82.5 %","143.5 °","0.4 m/s","1004.6 hPa","0 mm","100 %",
"2024-03-15 21:38:33","25.7 ℃","82.5 %","79.1 °","0.6 m/s","1004.6 hPa","0 mm","100 %",
"2024-03-15 21:48:33","25.5 ℃","83 %","44.7 °","1 m/s","1004.7 hPa","0 mm","100 %",
"2024-03-15 21:58:34","25.4 ℃","84 %","97.5 °","1.2 m/s","1004.9 hPa","0 mm","100 %",
"2024-03-15 22:08:34","25.2 ℃","84 %","80.3 °","1.1 m/s","1005 hPa","0 mm","100 %",
"2024-03-15 22:18:34","25.1 ℃","84.5 %","125 °","0.6 m/s","1005.1 hPa","0 mm","99 %",
"2024-03-15 22:28:34","25 ℃","85 %","92.3 °","1 m/s","1005.1 hPa","0 mm","99 %",
"2024-03-15 22:38:33","25 ℃","85.5 %","86.4 °","1.1 m/s","1005.1 hPa","0 mm","99 %",
"2024-03-15 22:48:34","25.1 ℃","85 %","80 °","0.9 m/s","1005.2 hPa","0 mm","99 %",
"2024-03-15 22:58:34","25 ℃","85.5 %","99 °","1.1 m/s","1005.2 hPa","0 mm","99 %",
"2024-03-15 23:08:33","24.9 ℃","86 %","98.2 °","0.9 m/s","1005.2 hPa","0 mm","99 %",
"2024-03-15 23:18:33","24.8 ℃","86.5 %","74.2 °","1 m/s","1005.2 hPa","0 mm","99 %",
"2024-03-15 23:28:34","24.8 ℃","87 %","100.3 °","0.3 m/s","1005.2 hPa","0 mm","98 %",
"2024-03-15 23:38:33","24.8 ℃","87 %","90.9 °","0.5 m/s","1005.3 hPa","0 mm","98 %",
"2024-03-15 23:48:35","24.8 ℃","86.5 %","82.1 °","0.5 m/s","1005.3 hPa","0 mm","98 %",
"2024-03-15 23:58:34","24.9 ℃","86.5 %","78.4 °","1.6 m/s","1005.2 hPa","0 mm","98 %",
"2024-03-16 00:08:33","24.8 ℃","86.5 %","80 °","1.5 m/s","1005.2 hPa","0 mm","98 %",
"2024-03-16 00:18:33","24.7 ℃","86.5 %","98.8 °","0.9 m/s","1005.3 hPa","0 mm","98 %",
"2024-03-16 00:28:33","24.7 ℃","87 %","81.1 °","0.7 m/s","1005.3 hPa","0 mm","97 %",
"2024-03-16 00:38:33","24.7 ℃","87 %","82.3 °","1.2 m/s","1005.3 hPa","0 mm","97 %",
"2024-03-16 00:48:33","24.7 ℃","87.5 %","74.7 °","0.7 m/s","1005.4 hPa","0 mm","97 %",
"2024-03-16 00:58:33","24.8 ℃","87.5 %","80.9 °","0.8 m/s","1005.3 hPa","0 mm","97 %",
"2024-03-16 01:08:34","24.7 ℃","87.5 %","87.8 °","1.6 m/s","1005.1 hPa","0 mm","97 %",
"2024-03-16 01:18:34","24.7 ℃","88 %","116 °","0.6 m/s","1005.1 hPa","0 mm","97 %",
"2024-03-16 01:28:33","24.7 ℃","88 %","105.2 °","1.1 m/s","1005.1 hPa","0 mm","97 %",
"2024-03-16 01:38:33","24.8 ℃","88 %","120.7 °","0.5 m/s","1005 hPa","0 mm","95 %",
"2024-03-16 01:48:34","24.9 ℃","88 %","131.8 °","0.6 m/s","1004.8 hPa","0 mm","95 %",
"2024-03-16 01:58:33","25 ℃","87.5 %","132.6 °","0.7 m/s","1004.9 hPa","0 mm","95 %",
"2024-03-16 02:08:33","25.1 ℃","87.5 %","150.9 °","0.8 m/s","1004.7 hPa","0 mm","95 %",
"2024-03-16 02:18:33","25 ℃","87.5 %","147.6 °","0.6 m/s","1004.6 hPa","0 mm","95 %",
"2024-03-16 02:28:34","24.9 ℃","88 %","132.6 °","0.6 m/s","1004.7 hPa","0 mm","95 %",
"2024-03-16 02:38:35","25 ℃","88 %","118.8 °","0.6 m/s","1004.6 hPa","0 mm","95 %",
"2024-03-16 02:48:34","25.1 ℃","87.5 %","113.1 °","0.7 m/s","1004.5 hPa","0 mm","94 %",
"2024-03-16 02:58:33","25.1 ℃","87.5 %","119.1 °","0.6 m/s","1004.6 hPa","0 mm","94 %",
"2024-03-16 03:08:33","25.1 ℃","87.5 %","119.2 °","0.5 m/s","1004.4 hPa","0 mm","94 %",
"2024-03-16 03:18:33","25.1 ℃","88 %","143.1 °","0.6 m/s","1004.6 hPa","0 mm","94 %",
"2024-03-16 03:28:33","25.1 ℃","88 %","122.3 °","0.6 m/s","1004.6 hPa","0 mm","94 %",
"2024-03-16 03:38:33","25.1 ℃","88 %","124.9 °","0.5 m/s","1004.6 hPa","0 mm","94 %",
"2024-03-16 03:48:33","25.2 ℃","87.5 %","83.7 °","0.8 m/s","1004.5 hPa","0 mm","92 %",
"2024-03-16 03:58:33","25.1 ℃","88 %","97.5 °","1 m/s","1004.5 hPa","0 mm","92 %",
"2024-03-16 04:08:33","25.1 ℃","88 %","107.1 °","1.1 m/s","1004.7 hPa","0 mm","92 %",
"2024-03-16 04:18:33","25.1 ℃","88 %","114.8 °","0.6 m/s","1004.7 hPa","0 mm","92 %",
"2024-03-16 04:28:33","25.2 ℃","88 %","112.9 °","0.8 m/s","1004.8 hPa","0 mm","92 %",
"2024-03-16 04:38:34","25.2 ℃","88 %","99.8 °","1.1 m/s","1004.9 hPa","0 mm","92 %",
"2024-03-16 04:48:33","25.1 ℃","88 %","86 °","0.9 m/s","1004.9 hPa","0 mm","91 %",
"2024-03-16 04:58:33","25 ℃","89.5 %","72.8 °","1.4 m/s","1004.8 hPa","0 mm","91 %",
"2024-03-16 05:08:33","24.8 ℃","90 %","97.9 °","0.7 m/s","1004.9 hPa","0 mm","91 %",
"2024-03-16 05:18:33","24.8 ℃","91 %","138.6 °","1.1 m/s","1005.1 hPa","0 mm","91 %",
"2024-03-16 05:28:34","24.7 ℃","90.5 %","113 °","0.6 m/s","1005.2 hPa","0 mm","91 %",
"2024-03-16 05:38:34","24.7 ℃","90 %","121.8 °","1.1 m/s","1005.3 hPa","0 mm","91 %",
"2024-03-16 05:48:33","24.8 ℃","89.5 %","129.8 °","0.9 m/s","1005.3 hPa","0 mm","91 %",
"2024-03-16 05:58:33","24.8 ℃","89 %","140.5 °","0.7 m/s","1005.6 hPa","0 mm","90 %",
"2024-03-16 06:08:33","24.8 ℃","88.5 %","137.3 °","1.1 m/s","1005.7 hPa","0 mm","90 %",
