Tiempo,Temperatura,Humedad,Dirección del viento,Velocidad del viento,Presión barométrica,Precipitación,Batería
"2024-09-05 01:31:26","27.9 ℃","85 %","89.5 °","1 m/s","1007.9 hPa","0 mm","96 %",
"2024-09-05 01:46:26","27.9 ℃","85.5 %","131.4 °","0.4 m/s","1007.7 hPa","0 mm","95 %",
"2024-09-05 02:01:26","27.6 ℃","86 %","270.1 °","0.1 m/s","1007.6 hPa","0 mm","95 %",
"2024-09-05 02:16:26","27.2 ℃","88 %","270.4 °","0.1 m/s","1007.6 hPa","0 mm","95 %",
"2024-09-05 02:31:26","26.9 ℃","89 %","287.2 °","0.5 m/s","1007.4 hPa","0 mm","95 %",
"2024-09-05 02:46:26","26.8 ℃","89 %","221.6 °","0.2 m/s","1007 hPa","0 mm","95 %",
"2024-09-05 03:01:26","26.6 ℃","89.5 %","175.6 °","0.5 m/s","1006.9 hPa","0 mm","94 %",
"2024-09-05 03:16:26","26.2 ℃","90.5 %","298.3 °","0.2 m/s","1006.8 hPa","0 mm","94 %",
"2024-09-05 03:31:26","26 ℃","91.5 %","193.2 °","0.4 m/s","1007 hPa","0 mm","94 %",
"2024-09-05 03:46:26","25.8 ℃","92 %","240.8 °","0.4 m/s","1007 hPa","0 mm","94 %",
"2024-09-05 04:01:26","25.9 ℃","92 %","258.5 °","0.7 m/s","1007.3 hPa","0 mm","94 %",
"2024-09-05 04:16:26","25.9 ℃","92 %","224.9 °","0.5 m/s","1007.4 hPa","0 mm","92 %",
"2024-09-05 04:31:26","25.9 ℃","92.5 %","200.9 °","0.2 m/s","1007.5 hPa","0 mm","92 %",
"2024-09-05 04:46:26","26.1 ℃","92 %","156.8 °","0.3 m/s","1007.5 hPa","0 mm","92 %",
"2024-09-05 05:01:26","26.3 ℃","92 %","270.6 °","0.3 m/s","1007.6 hPa","0 mm","92 %",
"2024-09-05 05:16:26","26.3 ℃","91.5 %","123.7 °","0.4 m/s","1007.7 hPa","0 mm","91 %",
"2024-09-05 05:31:26","26.5 ℃","91.5 %","80.9 °","0.3 m/s","1007.8 hPa","0 mm","91 %",
"2024-09-05 05:46:26","26.7 ℃","90.5 %","359.4 °","0.2 m/s","1007.8 hPa","0 mm","91 %",
"2024-09-05 06:01:25","26.7 ℃","89 %","359.1 °","1.3 m/s","1007.7 hPa","0 mm","91 %",
"2024-09-05 06:16:26","26.7 ℃","89 %","6.6 °","0.5 m/s","1007.7 hPa","0 mm","89 %",
"2024-09-05 06:31:25","26.7 ℃","89.5 %","12.1 °","0.5 m/s","1008 hPa","0 mm","89 %",
"2024-09-05 06:46:26","26.7 ℃","89.5 %","356.6 °","1.6 m/s","1008 hPa","0 mm","89 %",
"2024-09-05 07:01:25","26.8 ℃","88.5 %","6.6 °","0.5 m/s","1008.1 hPa","0 mm","89 %",
"2024-09-05 07:16:26","27.4 ℃","86 %","351.1 °","0.8 m/s","1008.3 hPa","0 mm","90 %",
"2024-09-05 07:31:25","27.5 ℃","84.5 %","12 °","0.8 m/s","1008.2 hPa","0 mm","90 %",
"2024-09-05 07:46:26","27.9 ℃","83 %","352.3 °","1.5 m/s","1008.2 hPa","0 mm","90 %",
"2024-09-05 08:01:25","28.1 ℃","81.5 %","341.1 °","1.5 m/s","1008.1 hPa","0 mm","90 %",
"2024-09-05 08:16:26","28.4 ℃","79.5 %","9.3 °","1.6 m/s","1008.3 hPa","0 mm","90 %",
"2024-09-05 08:31:25","28 ℃","82 %","314.7 °","1 m/s","1008.6 hPa","0 mm","93 %",
"2024-09-05 08:46:25","27.9 ℃","82 %","338.2 °","1.6 m/s","1008.7 hPa","0 mm","93 %",
"2024-09-05 09:01:25","27.9 ℃","82 %","352.3 °","1.1 m/s","1008.9 hPa","0 mm","93 %",
"2024-09-05 09:16:26","27.8 ℃","83 %","338.7 °","1.5 m/s","1008.9 hPa","0 mm","93 %",
"2024-09-05 09:31:26","27.7 ℃","84 %","339.3 °","0.8 m/s","1009.1 hPa","0 mm","96 %",
"2024-09-05 09:46:25","27.2 ℃","87.5 %","0.2 °","0.7 m/s","1009.4 hPa","0.02 mm","96 %",
"2024-09-05 10:01:26","27.2 ℃","88 %","336.8 °","0.4 m/s","1009.6 hPa","0.02 mm","96 %",
"2024-09-05 10:16:26","27.4 ℃","88.5 %","3.4 °","1.5 m/s","1009.8 hPa","0.04 mm","96 %",
"2024-09-05 10:31:25","27.3 ℃","88 %","226.1 °","0.3 m/s","1009.7 hPa","0.05 mm","100 %",
"2024-09-05 10:46:25","27.3 ℃","87.5 %","321.4 °","1 m/s","1009.6 hPa","0.05 mm","100 %",
"2024-09-05 11:01:26","27.6 ℃","86 %","238.5 °","0.6 m/s","1009.5 hPa","0.05 mm","100 %",
"2024-09-05 11:16:25","28.1 ℃","81 %","350.7 °","2.5 m/s","1009.1 hPa","0.05 mm","100 %",
"2024-09-05 11:31:26","28.3 ℃","79 %","352.8 °","1 m/s","1008.6 hPa","0.05 mm","100 %",
"2024-09-05 11:46:25","28.9 ℃","78 %","35 °","0.5 m/s","1008.5 hPa","0.05 mm","100 %",
"2024-09-05 12:01:25","29.6 ℃","74.5 %","286.2 °","0.8 m/s","1008.5 hPa","0.05 mm","100 %",
"2024-09-05 12:16:26"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 12:31:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 12:46:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 13:01:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 13:16:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 13:31:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 13:46:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 14:01:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 14:16:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 14:31:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 14:46:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 15:01:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 15:16:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 15:31:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 15:46:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 16:01:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 16:16:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 16:31:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 16:46:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 17:01:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 17:16:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 17:31:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 17:46:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 18:01:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 18:16:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 18:31:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 18:46:26","28.2 ℃","73 %","39.5 °","0.5 m/s","1006.6 hPa","0 mm","100 %",
"2024-09-05 19:01:26","28.3 ℃","73 %","355.2 °","0.8 m/s","1006.6 hPa","0 mm","100 %",
"2024-09-05 19:16:26","27.8 ℃","75 %","32.2 °","0.6 m/s","1006.6 hPa","0 mm","100 %",
"2024-09-05 19:31:26","27.5 ℃","76 %","344.8 °","1.7 m/s","1006.8 hPa","0 mm","100 %",
"2024-09-05 19:46:26","27.5 ℃","76.5 %","12.5 °","0.7 m/s","1007 hPa","0 mm","100 %",
"2024-09-05 20:01:26","27.4 ℃","78.5 %","82.1 °","0.4 m/s","1007.2 hPa","0 mm","100 %",
"2024-09-05 20:16:26","27.3 ℃","79 %","89.5 °","1.2 m/s","1007.4 hPa","0 mm","100 %",
"2024-09-05 20:31:26","27.4 ℃","79.5 %","62.1 °","0.4 m/s","1007.4 hPa","0 mm","100 %",
"2024-09-05 20:46:26","27.1 ℃","81 %","11.4 °","1 m/s","1007.7 hPa","0 mm","100 %",
"2024-09-05 21:01:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-05 21:16:26","26.8 ℃","83 %","33.3 °","0.5 m/s","1008.3 hPa","0 mm","100 %",
"2024-09-05 21:31:26","27 ℃","82.5 %","355.2 °","1.2 m/s","1008.3 hPa","0 mm","100 %",
"2024-09-05 21:46:27","27 ℃","83 %","72 °","0.3 m/s","1008.3 hPa","0 mm","100 %",
"2024-09-05 22:01:26","26.2 ℃","85 %","286.1 °","0.4 m/s","1008.3 hPa","0 mm","99 %",
"2024-09-05 22:16:26","25.8 ℃","87.5 %","279.6 °","0.2 m/s","1008.3 hPa","0 mm","99 %",
"2024-09-05 22:31:26","25.9 ℃","87.5 %","273.2 °","0.5 m/s","1008.2 hPa","0 mm","99 %",
"2024-09-05 22:46:26","26.1 ℃","86.5 %","232.9 °","0.3 m/s","1008.3 hPa","0 mm","99 %",
"2024-09-05 23:01:26","26.2 ℃","87 %","243.2 °","0.3 m/s","1008.3 hPa","0 mm","98 %",
"2024-09-05 23:16:26","26.2 ℃","86.5 %","312.8 °","0.4 m/s","1008.3 hPa","0 mm","98 %",
"2024-09-05 23:31:26","26.2 ℃","86.5 %","250.4 °","0.8 m/s","1008.1 hPa","0 mm","98 %",
"2024-09-05 23:46:26","26.1 ℃","87.5 %","297.3 °","0.5 m/s","1008.1 hPa","0 mm","98 %",
"2024-09-06 00:01:26","26.1 ℃","88 %","297.7 °","0.2 m/s","1008 hPa","0 mm","98 %",
"2024-09-06 00:16:26","26.1 ℃","88.5 %","278.4 °","0.5 m/s","1007.8 hPa","0 mm","96 %",
"2024-09-06 00:31:25","26.1 ℃","89 %","280 °","0.4 m/s","1007.6 hPa","0 mm","96 %",
"2024-09-06 00:46:26","26.1 ℃","89 %","223.5 °","0.7 m/s","1007.4 hPa","0 mm","96 %",
"2024-09-06 01:01:25","25.9 ℃","90 %","116.8 °","0.4 m/s","1007.5 hPa","0 mm","96 %",
"2024-09-06 01:16:26","25.9 ℃","90 %","147 °","0.7 m/s","1007.4 hPa","0 mm","96 %",
"2024-09-06 01:31:28","26 ℃","90 %","62.3 °","0.2 m/s","1007.5 hPa","0 mm","95 %",
"2024-09-06 01:46:25","26 ℃","90 %","184.3 °","0.2 m/s","1007.5 hPa","0 mm","95 %",
"2024-09-06 02:01:25","26 ℃","89.5 %","188.5 °","0.2 m/s","1007.2 hPa","0 mm","95 %",
"2024-09-06 02:16:25","25.9 ℃","89.5 %","238.1 °","0.3 m/s","1007 hPa","0 mm","95 %",
"2024-09-06 02:31:25","25.8 ℃","89.5 %","178.8 °","0.2 m/s","1006.9 hPa","0 mm","93 %",
"2024-09-06 02:46:26","25.7 ℃","90 %","210.8 °","0.2 m/s","1006.7 hPa","0 mm","93 %",
"2024-09-06 03:01:26","25.7 ℃","90 %","181.3 °","0.2 m/s","1006.5 hPa","0 mm","93 %",
"2024-09-06 03:16:26","25.7 ℃","89.5 %","135.1 °","0.2 m/s","1006.8 hPa","0 mm","93 %",
"2024-09-06 03:31:25","25.8 ℃","89.5 %","129.5 °","0.5 m/s","1006.8 hPa","0 mm","93 %",
"2024-09-06 03:46:25","25.9 ℃","88.5 %","128.7 °","0.6 m/s","1006.7 hPa","0 mm","92 %",
"2024-09-06 04:01:25","26 ℃","87.5 %","122.1 °","0.9 m/s","1006.7 hPa","0 mm","92 %",
"2024-09-06 04:16:25","26 ℃","88 %","155.9 °","1 m/s","1006.5 hPa","0 mm","92 %",
"2024-09-06 04:31:25","25.9 ℃","88.5 %","140.6 °","0.8 m/s","1006.8 hPa","0 mm","92 %",
"2024-09-06 04:46:25","25.8 ℃","89 %","166.4 °","0.9 m/s","1006.9 hPa","0 mm","91 %",
"2024-09-06 05:01:25","25.7 ℃","89.5 %","175.6 °","0.4 m/s","1007 hPa","0 mm","91 %",
"2024-09-06 05:16:25","25.8 ℃","89.5 %","143.1 °","0.7 m/s","1007.2 hPa","0 mm","91 %",
"2024-09-06 05:31:25","25.7 ℃","89 %","151.8 °","0.6 m/s","1007.1 hPa","0 mm","91 %",
"2024-09-06 05:46:25","25.7 ℃","89.5 %","139.4 °","0.9 m/s","1007.1 hPa","0 mm","89 %",
"2024-09-06 06:01:25","25.6 ℃","90 %","150.8 °","1.1 m/s","1007.4 hPa","0 mm","89 %",
"2024-09-06 06:16:25","25.3 ℃","90.5 %","169 °","0.7 m/s","1007.3 hPa","0 mm","89 %",
"2024-09-06 06:31:26","25.3 ℃","91.5 %","245 °","0.4 m/s","1007.4 hPa","0 mm","89 %",
"2024-09-06 06:46:25","25.3 ℃","91 %","136.3 °","1 m/s","1007.6 hPa","0 mm","88 %",
"2024-09-06 07:01:25","25.3 ℃","90.5 %","141 °","0.8 m/s","1007.7 hPa","0 mm","88 %",
"2024-09-06 07:16:25","25.3 ℃","90.5 %","133.9 °","0.8 m/s","1007.8 hPa","0 mm","88 %",
"2024-09-06 07:31:26","25.5 ℃","91 %","153.2 °","0.8 m/s","1008 hPa","0 mm","88 %",
"2024-09-06 07:46:25","25.7 ℃","91 %","185.5 °","0.6 m/s","1008.1 hPa","0 mm","88 %",
"2024-09-06 08:01:25","25.6 ℃","90.5 %","297.2 °","1 m/s","1008.2 hPa","0 mm","88 %",
"2024-09-06 08:16:25","25.7 ℃","90.5 %","264.4 °","0.5 m/s","1008.4 hPa","0 mm","88 %",
"2024-09-06 08:31:26","25.2 ℃","89.5 %","16.3 °","0.5 m/s","1008.5 hPa","0.01 mm","88 %",
"2024-09-06 08:46:26","24.6 ℃","92 %","22.5 °","1.3 m/s","1008.5 hPa","0.29 mm","88 %",
"2024-09-06 09:01:25","24.5 ℃","93 %","345.2 °","0.7 m/s","1008.6 hPa","0.53 mm","88 %",
"2024-09-06 09:16:25","24.4 ℃","93 %","341.1 °","1.2 m/s","1008.9 hPa","1.14 mm","86 %",
"2024-09-06 09:31:25","24.3 ℃","93 %","49.4 °","0.6 m/s","1009 hPa","1.79 mm","86 %",
"2024-09-06 09:46:25","24.3 ℃","93.5 %","271.4 °","0.8 m/s","1009 hPa","2.32 mm","86 %",
"2024-09-06 10:01:25","24.3 ℃","93.5 %","351.7 °","0.9 m/s","1009 hPa","2.61 mm","86 %",
"2024-09-06 10:16:25","24.5 ℃","93.5 %","2.4 °","0.1 m/s","1009.2 hPa","2.7 mm","86 %",
"2024-09-06 10:31:25","24.8 ℃","93.5 %","272.5 °","1.8 m/s","1009.1 hPa","2.72 mm","87 %",
"2024-09-06 10:46:25","25 ℃","93.5 %","289.4 °","1.1 m/s","1009.1 hPa","2.74 mm","87 %",
"2024-09-06 11:01:25","25 ℃","93.5 %","257.6 °","0.8 m/s","1009.1 hPa","2.77 mm","87 %",
"2024-09-06 11:16:25","25.1 ℃","93.5 %","317.6 °","0.4 m/s","1009 hPa","2.79 mm","87 %",
"2024-09-06 11:31:25","25.4 ℃","93.5 %","50.5 °","0.9 m/s","1008.9 hPa","2.83 mm","87 %",
"2024-09-06 11:46:28","25.7 ℃","93 %","317.6 °","0.8 m/s","1008.9 hPa","2.88 mm","91 %",
"2024-09-06 12:01:25","25.9 ℃","93 %","259.5 °","1.6 m/s","1008.7 hPa","2.89 mm","91 %",
"2024-09-06 12:16:25","26.3 ℃","92.5 %","271 °","1.3 m/s","1008.6 hPa","2.89 mm","91 %",
"2024-09-06 12:31:25","26.4 ℃","90.5 %","292.9 °","1.6 m/s","1008.1 hPa","2.89 mm","91 %",
"2024-09-06 12:46:25","27.1 ℃","87.5 %","314.8 °","1.8 m/s","1007.8 hPa","2.89 mm","100 %",
"2024-09-06 13:01:25","27.7 ℃","85 %","322 °","0.4 m/s","1007.7 hPa","2.89 mm","100 %",
"2024-09-06 13:16:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 13:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 13:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 14:01:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 14:16:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 14:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 14:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 15:01:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 15:16:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 15:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 15:46:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 16:01:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 16:16:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 16:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 16:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 17:01:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 17:16:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 17:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 17:46:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-06 18:01:26","28.2 ℃","82.5 %","190.1 °","0.4 m/s","1005.7 hPa","0 mm","100 %",
"2024-09-06 18:16:25","28 ℃","83.5 %","148.3 °","0.5 m/s","1005.7 hPa","0 mm","100 %",
"2024-09-06 18:31:25","27.8 ℃","85 %","213.1 °","0.3 m/s","1005.7 hPa","0 mm","100 %",
"2024-09-06 18:46:25","27.5 ℃","86 %","179.9 °","0.6 m/s","1006.1 hPa","0 mm","100 %",
"2024-09-06 19:01:25","27.3 ℃","86.5 %","175.3 °","0.5 m/s","1006.2 hPa","0 mm","100 %",
"2024-09-06 19:16:25","27.3 ℃","86.5 %","199.8 °","0.2 m/s","1006.5 hPa","0 mm","100 %",
"2024-09-06 19:31:25","27.2 ℃","86.5 %","177 °","0.8 m/s","1006.7 hPa","0 mm","100 %",
"2024-09-06 19:46:25","27.1 ℃","87 %","164.5 °","0.9 m/s","1006.8 hPa","0 mm","100 %",
"2024-09-06 20:01:25","27.1 ℃","87 %","169.5 °","0.7 m/s","1006.9 hPa","0 mm","100 %",
"2024-09-06 20:16:25","27.1 ℃","87.5 %","174.3 °","1.1 m/s","1007.1 hPa","0 mm","100 %",
"2024-09-06 20:31:25","27 ℃","88 %","182.4 °","1.4 m/s","1007.1 hPa","0 mm","100 %",
"2024-09-06 20:46:25","26.9 ℃","88 %","166.4 °","1.5 m/s","1007.5 hPa","0 mm","100 %",
"2024-09-06 21:01:25","26.8 ℃","88.5 %","170.6 °","2 m/s","1007.5 hPa","0 mm","100 %",
"2024-09-06 21:16:25","26.8 ℃","88.5 %","192.3 °","2.2 m/s","1007.6 hPa","0 mm","100 %",
"2024-09-06 21:31:26","26.8 ℃","88 %","189.6 °","1 m/s","1007.6 hPa","0 mm","100 %",
"2024-09-06 21:46:25","26.8 ℃","88 %","167.5 °","1.8 m/s","1007.4 hPa","0 mm","100 %",
"2024-09-06 22:01:25","26.7 ℃","88 %","33.9 °","0.1 m/s","1007.4 hPa","0 mm","100 %",
"2024-09-06 22:16:25","26.6 ℃","88 %","244.5 °","0.2 m/s","1007.3 hPa","0 mm","100 %",
"2024-09-06 22:31:25","26.5 ℃","88 %","34.2 °","0.2 m/s","1007.3 hPa","0 mm","99 %",
"2024-09-06 22:46:26","26.4 ℃","88.5 %","165.9 °","0.6 m/s","1007.3 hPa","0 mm","99 %",
"2024-09-06 23:01:25","26.4 ℃","88.5 %","313.7 °","0.3 m/s","1007.2 hPa","0 mm","99 %",
"2024-09-06 23:16:25","26.3 ℃","88.5 %","279.8 °","0.4 m/s","1007.1 hPa","0 mm","99 %",
"2024-09-06 23:31:25","26.2 ℃","89 %","159.6 °","0.7 m/s","1007 hPa","0 mm","98 %",
"2024-09-06 23:46:25","26.1 ℃","89.5 %","171.7 °","0.4 m/s","1006.9 hPa","0 mm","98 %",
"2024-09-07 00:01:25","26.1 ℃","90 %","159.4 °","0.7 m/s","1007 hPa","0 mm","98 %",
"2024-09-07 00:16:25","26.1 ℃","90 %","173.9 °","0.5 m/s","1006.9 hPa","0 mm","98 %",
"2024-09-07 00:31:25","26 ℃","90 %","197 °","0.7 m/s","1006.8 hPa","0 mm","98 %",
"2024-09-07 00:46:26","26 ℃","90 %","161.1 °","0.5 m/s","1006.6 hPa","0 mm","96 %",
"2024-09-07 01:01:25","26 ℃","90 %","169.4 °","0.3 m/s","1006.3 hPa","0 mm","96 %",
"2024-09-07 01:16:25","26 ℃","90 %","152.2 °","0.9 m/s","1006.2 hPa","0 mm","96 %",
"2024-09-07 01:31:25","25.9 ℃","90 %","196.1 °","0.3 m/s","1006.1 hPa","0 mm","96 %",
"2024-09-07 01:46:25","25.9 ℃","90 %","133.1 °","0.4 m/s","1005.8 hPa","0 mm","96 %",
"2024-09-07 02:16:25","25.8 ℃","90.5 %","217.9 °","0.4 m/s","1005.3 hPa","0 mm","95 %",
"2024-09-07 02:31:25","25.7 ℃","90.5 %","185.9 °","0.4 m/s","1005.2 hPa","0 mm","95 %",
"2024-09-07 02:46:25","25.4 ℃","91 %","236.3 °","0.3 m/s","1005.3 hPa","0 mm","95 %",
"2024-09-07 03:01:25","25.2 ℃","92 %","136.7 °","0.6 m/s","1005.3 hPa","0 mm","94 %",
"2024-09-07 03:16:25","25.1 ℃","92 %","164 °","0.2 m/s","1005.3 hPa","0 mm","94 %",
"2024-09-07 03:31:25","25 ℃","92.5 %","153.9 °","1.2 m/s","1005.3 hPa","0 mm","94 %",
"2024-09-07 03:46:25","25 ℃","92.5 %","196.2 °","1.9 m/s","1005.1 hPa","0 mm","94 %",
"2024-09-07 04:01:25","24.9 ℃","92.5 %","177.6 °","0.3 m/s","1005.2 hPa","0 mm","94 %",
"2024-09-07 04:16:25","24.8 ℃","92.5 %","340.1 °","0.3 m/s","1005.2 hPa","0 mm","92 %",
"2024-09-07 04:31:25","24.7 ℃","92.5 %","242.9 °","1 m/s","1005 hPa","0 mm","92 %",
"2024-09-07 04:46:25","24.5 ℃","92.5 %","215.8 °","0.4 m/s","1005.2 hPa","0 mm","92 %",
"2024-09-07 05:01:25","24.3 ℃","92.5 %","225 °","0.8 m/s","1005.2 hPa","0 mm","92 %",
"2024-09-07 05:16:25","24.2 ℃","93 %","296.3 °","1.5 m/s","1005.2 hPa","0 mm","91 %",
"2024-09-07 05:31:25","24.2 ℃","93 %","30 °","0.5 m/s","1005.3 hPa","0 mm","91 %",
"2024-09-07 05:46:25","24.2 ℃","92.5 %","275.8 °","0.4 m/s","1005.3 hPa","0 mm","91 %",
"2024-09-07 06:01:25","24.2 ℃","92.5 %","326.1 °","0.4 m/s","1005.3 hPa","0 mm","91 %",
"2024-09-07 06:16:25","24.2 ℃","93 %","262.8 °","0.9 m/s","1005.4 hPa","0 mm","91 %",
"2024-09-07 06:31:27","24.3 ℃","92.5 %","279.8 °","1 m/s","1005.7 hPa","0 mm","89 %",
"2024-09-07 06:46:25","24.4 ℃","93 %","256.3 °","1.1 m/s","1005.5 hPa","0 mm","89 %",
"2024-09-07 07:01:25","24.7 ℃","92.5 %","230.9 °","0.7 m/s","1005.6 hPa","0 mm","89 %",
"2024-09-07 07:16:25","25.2 ℃","92 %","302.3 °","0.6 m/s","1005.9 hPa","0 mm","89 %",
"2024-09-07 07:31:25","25.8 ℃","89.5 %","141.8 °","0.6 m/s","1006 hPa","0 mm","89 %",
"2024-09-07 07:46:25","26.1 ℃","88 %","173.9 °","0.4 m/s","1006.1 hPa","0 mm","89 %",
"2024-09-07 08:01:25","26.5 ℃","86.5 %","184.5 °","0.4 m/s","1006.2 hPa","0 mm","89 %",
"2024-09-07 08:16:25","27.3 ℃","83 %","246.1 °","1.3 m/s","1006.2 hPa","0 mm","89 %",
"2024-09-07 08:31:25","27.7 ℃","80 %","34.3 °","0.5 m/s","1006.2 hPa","0 mm","93 %",
"2024-09-07 08:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","93 %",
"2024-09-07 09:01:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","93 %",
"2024-09-07 09:16:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","93 %",
"2024-09-07 09:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-07 09:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-07 10:01:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-07 10:16:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-07 10:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-07 10:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-07 11:01:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-07 11:16:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-07 11:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-09-07 11:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
